episode,episode_start_step,episode_end_step,episode_length,termination_reason,urgency_position_ratio_exact,speed_diff_modifier_exact,max_participants_exact,ignore_vehicles_go_exact,total_vehicles_exited,total_collisions,total_deadlocks,max_deadlock_severity,avg_throughput,avg_acceleration,total_controlled_vehicles,total_reward,episode_simulation_time,total_simulation_time,episode_start_time,simulation_start_time,episode_duration_hours,total_duration_hours
111,10773,10784,11,Severe deadlock detected by environment (IMMEDIATE),1.639668583869934,-1.0,5,40.0,4,0,0,0.0,3600.0,1.2486672631914375,9253,-720.0857142857143,28.34,26716.4,2025-09-01 02:12:16,2025-08-31 18:47:28,0.008,7.421
112,10784,10913,129,Reached exactly 128 steps,1.8162925243377688,-4.0,6,37.0,82,0,0,0.0,3600.0,1.2495113852952584,9342,335.1746753246754,294.52,27013.53,2025-09-01 02:17:41,2025-08-31 18:47:28,0.082,7.504
113,10913,10999,86,Severe deadlock detected by environment (IMMEDIATE),1.5826088190078735,6.0,4,47.0,65,355,0,0.0,3600.0,1.2497805709472447,9414,-28221.89081751581,240.29,27253.82,2025-09-01 02:17:41,2025-08-31 18:47:28,0.067,7.571
114,10999,11128,129,Reached exactly 128 steps,1.3408522605895996,5.0,5,39.0,100,0,0,0.0,3600.0,1.249152237696478,9515,1436.7752664002685,305.94,27563.25,2025-09-01 02:26:51,2025-08-31 18:47:28,0.085,7.656
115,11128,11164,36,Severe deadlock detected by environment (IMMEDIATE),1.0167697668075562,7.0,4,47.0,61,10,0,0.0,3600.0,1.2487735421279678,9577,-1062.3671304186012,116.61,27679.87,2025-09-01 02:26:51,2025-08-31 18:47:28,0.032,7.689
116,11164,11247,83,Severe deadlock detected by environment (IMMEDIATE),1.245333909988403,-2.0,6,36.0,52,172,0,0.0,3600.0,1.249092895364504,9634,-16479.05387945388,230.55,27912.47,2025-09-01 02:28:50,2025-08-31 18:47:28,0.064,7.753
117,11247,11256,9,Severe deadlock detected by environment (IMMEDIATE),1.9827717542648315,12.0,5,44.0,1,0,0,0.0,3600.0,1.249292600540649,9642,-764.4666666666667,23.67,27939.22,2025-09-01 02:32:43,2025-08-31 18:47:28,0.007,7.761
118,11256,11334,78,Severe deadlock detected by environment (IMMEDIATE),1.4122672080993652,1.0,6,38.0,57,31,0,0.0,3600.0,1.2491754983893837,9702,-3069.746428571426,176.22,28118.84,2025-09-01 02:33:11,2025-08-31 18:47:28,0.049,7.811
119,11334,11381,47,Severe deadlock detected by environment (IMMEDIATE),1.5566364526748655,-7.0,4,45.0,28,0,0,0.0,3600.0,1.2490797136654188,9734,-329.3238095238101,114.94,28236.19,2025-09-01 02:36:09,2025-08-31 18:47:28,0.032,7.843
120,11381,11510,129,Reached exactly 128 steps,1.87438440322876,0.0,4,46.0,100,0,0,0.0,3600.0,1.2500680429866888,9836,1329.196428571431,290.2,28528.93,2025-09-01 02:42:57,2025-08-31 18:47:28,0.081,7.925
121,11510,11569,59,Severe deadlock detected by environment (IMMEDIATE),2.154449701309204,-11.0,5,41.0,39,28,0,0.0,3600.0,1.2506384786539746,9883,-3021.6098484848458,140.18,28669.12,2025-09-01 02:42:57,2025-08-31 18:47:28,0.039,7.964
122,11569,11578,9,Severe deadlock detected by environment (IMMEDIATE),1.4400118589401243,-3.0,4,41.0,1,0,0,0.0,3600.0,1.2507868570187248,9890,-763.2142857142858,22.59,28695.21,2025-09-01 02:45:21,2025-08-31 18:47:28,0.006,7.971
123,11578,11609,31,Severe deadlock detected by environment (IMMEDIATE),1.5071864128112793,-6.0,5,55.0,24,0,0,0.0,3600.0,1.251188837009273,9915,-446.7666666666668,75.09,28773.17,2025-09-01 02:45:46,2025-08-31 18:47:28,0.021,7.993
124,11609,11738,129,Reached exactly 128 steps,1.419803023338318,0.0,6,44.0,99,0,0,0.0,3600.0,1.2506518209078623,10018,-50.29848484848605,310.96,29086.01,2025-09-01 02:52:14,2025-08-31 18:47:28,0.086,8.079
125,11738,11867,129,Reached exactly 128 steps,1.4572678804397583,-2.0,5,54.0,120,0,0,0.0,3600.0,1.251087898018037,10140,-2753.698376623374,4.88,29395.15,2025-09-01 02:57:18,2025-08-31 18:47:28,0.001,8.165
126,11867,11996,129,Reached exactly 128 steps,0.6738458275794983,9.0,5,44.0,119,0,0,0.0,3600.0,1.2520352528104048,10266,-2275.703571428568,7.47,29694.2,2025-09-01 03:02:15,2025-08-31 18:47:28,0.002,8.248
127,11996,12012,16,Severe deadlock detected by environment (IMMEDIATE),2.000241279602051,-8.0,5,55.0,11,0,0,0.0,3600.0,1.2525110657016256,10277,-628.7785714285715,50.95,29737.68,2025-09-01 03:02:15,2025-08-31 18:47:28,0.014,8.26
128,12012,12141,129,Reached exactly 128 steps,2.193898916244507,4.0,6,31.0,107,0,0,0.0,3600.0,1.2520862767352745,10386,-198.58019480519263,300.49,30040.76,2025-09-01 03:08:09,2025-08-31 18:47:28,0.083,8.345
129,12141,12270,129,Reached exactly 128 steps,0.7421091794967651,2.0,5,42.0,110,0,0,0.0,3600.0,1.2509780837884252,10498,-2641.05343822843,5.19,30347.63,2025-09-01 03:13:10,2025-08-31 18:47:28,0.001,8.43
130,12270,12399,129,Reached exactly 128 steps,1.5487492084503174,5.0,6,41.0,98,0,0,0.0,3600.0,1.2518301082909105,10601,437.8375374625366,7.32,30655.76,2025-09-01 03:18:16,2025-08-31 18:47:28,0.002,8.515
131,12399,12528,129,Reached exactly 128 steps,1.5557798147201538,8.0,4,32.0,81,0,0,0.0,3600.0,1.2505229850730069,10683,1259.7494588744612,9.28,30959.06,2025-09-01 03:23:18,2025-08-31 18:47:28,0.003,8.6
132,12528,12657,129,Reached exactly 128 steps,1.8649561405181885,-13.0,5,55.0,79,0,0,0.0,3600.0,1.250152716129787,10764,-2590.047619047611,11.9,31244.78,2025-09-01 03:28:01,2025-08-31 18:47:28,0.003,8.679
133,12657,12786,129,Reached exactly 128 steps,1.5327366590499878,-11.0,6,31.0,98,0,0,0.0,3600.0,1.2509090847040174,10864,115.09269064268952,14.51,31560.71,2025-09-01 03:33:14,2025-08-31 18:47:28,0.004,8.767
134,12786,12843,57,Severe deadlock detected by environment (IMMEDIATE),1.4545964002609253,-1.0,5,48.0,50,78,0,0.0,3600.0,1.2505926103331797,10917,-7875.52703962704,171.43,31717.63,2025-09-01 03:33:14,2025-08-31 18:47:28,0.048,8.81
135,12843,12972,129,Reached exactly 128 steps,1.8273879289627075,4.0,4,40.0,92,0,0,0.0,3600.0,1.2510148702310304,11009,431.4678571428558,280.43,32001.87,2025-09-01 03:40:50,2025-08-31 18:47:28,0.078,8.889
136,12972,12996,24,Severe deadlock detected by environment (IMMEDIATE),1.9957215785980225,3.0,4,30.0,18,0,0,0.0,3600.0,1.2515082482744782,11029,-536.8119047619048,68.62,32070.5,2025-09-01 03:40:50,2025-08-31 18:47:28,0.019,8.908
137,12996,13125,129,Reached exactly 128 steps,1.1079881191253662,-6.0,5,34.0,112,0,0,0.0,3600.0,1.251904250503993,11141,-239.60779220779108,309.69,32382.21,2025-09-01 03:47:10,2025-08-31 18:47:28,0.086,8.995
138,13125,13135,10,Severe deadlock detected by environment (IMMEDIATE),1.922521591186524,-3.0,4,42.0,4,0,0,0.0,3600.0,1.2531376110905892,11151,-724.0357142857143,29.9,32412.13,2025-09-01 03:47:10,2025-08-31 18:47:28,0.008,9.003
139,13135,13264,129,Reached exactly 128 steps,1.0795588493347168,3.0,5,34.0,95,0,0,0.0,3600.0,1.2527948510095486,11247,-2506.772402597402,311.1,32726.18,2025-09-01 03:52:54,2025-08-31 18:47:28,0.086,9.091
140,13264,13275,11,Severe deadlock detected by environment (IMMEDIATE),0.8694940805435181,10.0,6,45.0,4,0,0,0.0,3600.0,1.253787746219884,11259,-721.0857142857143,31.43,32757.61,2025-09-01 03:52:54,2025-08-31 18:47:28,0.009,9.099
141,13275,13404,129,Reached exactly 128 steps,1.1790629625320437,-1.0,5,37.0,113,0,0,0.0,3600.0,1.2544939092153324,11373,-3437.265476190474,292.19,33052.73,2025-09-01 03:58:21,2025-08-31 18:47:28,0.081,9.181
142,13404,13533,129,Reached exactly 128 steps,1.2248934507369995,5.0,5,35.0,120,0,0,0.0,3600.0,1.253598158760432,11494,-464.13804528804746,4.98,33363.42,2025-09-01 04:03:26,2025-08-31 18:47:28,0.001,9.268
143,13533,13562,29,Severe deadlock detected by environment (IMMEDIATE),1.5510413646697998,11.0,5,33.0,27,25,0,0.0,3600.0,1.2529787935511274,11528,-2930.4743937435114,109.69,33468.13,2025-09-01 04:03:26,2025-08-31 18:47:28,0.03,9.297
144,13562,13691,129,Reached exactly 128 steps,1.9071645736694336,10.0,5,43.0,108,0,0,0.0,3600.0,1.253818154367853,11639,-1677.5214035963982,315.28,33787.04,2025-09-01 04:10:35,2025-08-31 18:47:28,0.088,9.385
145,13691,13820,129,Reached exactly 128 steps,1.5805217027664185,-2.0,5,44.0,106,0,0,0.0,3600.0,1.25394412483215,11748,-5199.934981684995,5.06,34102.11,2025-09-01 04:15:45,2025-08-31 18:47:28,0.001,9.473
146,13820,13900,80,Severe deadlock detected by environment (IMMEDIATE),1.2796683311462402,-7.0,5,40.0,59,1,0,0.0,3600.0,1.2536364079611275,11808,-5.001190476191482,194.33,34291.38,2025-09-01 04:15:45,2025-08-31 18:47:28,0.054,9.525
147,13900,13935,35,Severe deadlock detected by environment (IMMEDIATE),2.5764694213867188,6.0,6,44.0,21,68,0,0.0,3600.0,1.2536210979240612,11832,-7245.942857142858,88.57,34382.01,2025-09-01 04:19:01,2025-08-31 18:47:28,0.025,9.551
148,13935,14064,129,Reached exactly 128 steps,1.8134046792984009,6.0,5,46.0,102,0,0,0.0,3600.0,1.2533427891685658,11936,-7758.589718614749,307.56,34691.74,2025-09-01 04:25:40,2025-08-31 18:47:28,0.085,9.637
149,14064,14090,26,Severe deadlock detected by environment (IMMEDIATE),1.726309299468994,-2.0,4,41.0,41,0,0,0.0,3600.0,1.2535489579768155,11983,-295.55595238095253,72.98,34764.72,2025-09-01 04:25:40,2025-08-31 18:47:28,0.02,9.657
150,14090,14219,129,Reached exactly 128 steps,1.041104435920715,-1.0,5,31.0,113,0,0,0.0,3600.0,1.2536263456140055,12097,-8313.169264069284,313.21,35080.59,2025-09-01 04:32:09,2025-08-31 18:47:28,0.087,9.745
151,14219,14348,129,Reached exactly 128 steps,1.7927477359771729,1.0,5,33.0,110,0,0,0.0,3600.0,1.2535285628106891,12207,942.8547119547108,5.13,35401.46,2025-09-01 04:37:24,2025-08-31 18:47:28,0.001,9.834
152,14348,14453,105,Severe deadlock detected by environment (IMMEDIATE),1.5250227451324463,-6.0,5,44.0,78,20,0,0.0,3600.0,1.253324965302521,12287,-1657.633333333331,249.45,35645.78,2025-09-01 04:37:24,2025-08-31 18:47:28,0.069,9.902
153,14453,14464,11,Severe deadlock detected by environment (IMMEDIATE),2.143604278564453,-5.0,5,42.0,4,0,0,0.0,3600.0,1.253486340729708,12298,-722.6714285714286,29.41,35677.67,2025-09-01 04:41:36,2025-08-31 18:47:28,0.008,9.91
154,14464,14593,129,Reached exactly 128 steps,1.5434247255325315,-3.0,6,51.0,104,0,0,0.0,3600.0,1.2546589599177185,12403,-6195.291300366326,311.69,35992.32,2025-09-01 04:47:20,2025-08-31 18:47:28,0.087,9.998
155,14593,14722,129,Reached exactly 128 steps,1.908778071403504,-1.0,6,32.0,90,0,0,0.0,3600.0,1.2535600839822825,12493,-3037.2597402597366,5.09,36311.42,2025-09-01 04:52:34,2025-08-31 18:47:28,0.001,10.087
156,14722,14851,129,Reached exactly 128 steps,1.410808801651001,-2.0,5,37.0,111,0,0,0.0,3600.0,1.2524692745117407,12609,1040.564285714284,7.25,36607.22,2025-09-01 04:57:28,2025-08-31 18:47:28,0.002,10.169
157,14851,14859,8,Severe deadlock detected by environment (IMMEDIATE),1.7427574396133425,8.0,5,23.0,4,0,0,0.0,3600.0,1.2529588942309458,12614,-730.532142857143,29.01,36628.98,2025-09-01 04:57:28,2025-08-31 18:47:28,0.008,10.175
158,14859,14988,129,Reached exactly 128 steps,1.7349426746368408,7.0,5,46.0,95,0,0,0.0,3600.0,1.2533395190516174,12712,-14200.058766233782,301.19,36933.02,2025-09-01 05:03:01,2025-08-31 18:47:28,0.084,10.259
159,14988,15117,129,Reached exactly 128 steps,1.5553795099258425,-3.0,6,35.0,124,0,0,0.0,3600.0,1.2541118570077094,12837,-5519.512554112566,5.12,37245.27,2025-09-01 05:08:08,2025-08-31 18:47:28,0.001,10.346
160,15117,15183,66,Severe deadlock detected by environment (IMMEDIATE),1.2147125005722046,-5.0,3,25.0,57,13,0,0.0,3600.0,1.2521679856413157,12900,-1303.7673326673334,180.86,37421.02,2025-09-01 05:08:08,2025-08-31 18:47:28,0.05,10.395
161,15183,15245,62,Severe deadlock detected by environment (IMMEDIATE),1.6959192752838137,7.0,4,41.0,54,56,0,0.0,3600.0,1.2522564955592117,12961,-5641.023713786214,179.17,37603.24,2025-09-01 05:11:12,2025-08-31 18:47:28,0.05,10.445
162,15245,15366,121,Severe deadlock detected by environment (IMMEDIATE),1.7098029851913452,0.0,6,43.0,76,15,0,0.0,3600.0,1.2521050109210743,13043,-1131.5079004329011,303.08,37909.72,2025-09-01 05:14:15,2025-08-31 18:47:28,0.084,10.53
163,15366,15495,129,Reached exactly 128 steps,1.4095994234085083,-9.0,6,32.0,114,0,0,0.0,3600.0,1.2508601102170112,13157,-1122.9452380952323,297.54,38210.17,2025-09-01 05:24:18,2025-08-31 18:47:28,0.083,10.614
164,15495,15624,129,Reached exactly 128 steps,1.4713711738586426,-10.0,5,40.0,91,0,0,0.0,3600.0,1.24980976513241,13248,-638.3839826839794,4.87,38520.77,2025-09-01 05:29:24,2025-08-31 18:47:28,0.001,10.7
165,15624,15753,129,Reached exactly 128 steps,1.6749398708343506,-2.0,5,35.0,84,0,0,0.0,3600.0,1.2494056779505849,13332,999.2214285714266,7.51,38816.59,2025-09-01 05:34:17,2025-08-31 18:47:28,0.002,10.782
166,15753,15759,6,Severe deadlock detected by environment (IMMEDIATE),1.3905047178268433,5.0,5,46.0,1,0,0,0.0,3600.0,1.249518509092154,13339,-769.3857142857144,23.41,38832.49,2025-09-01 05:34:17,2025-08-31 18:47:28,0.007,10.787
167,15759,15888,129,Reached exactly 128 steps,1.122514724731445,-5.0,6,33.0,105,0,0,0.0,3600.0,1.2497191967133272,13449,-2872.0059523809514,306.96,39142.61,2025-09-01 05:39:51,2025-08-31 18:47:28,0.085,10.873
168,15888,16017,129,Reached exactly 128 steps,1.36698317527771,-10.0,5,36.0,99,0,0,0.0,3600.0,1.250619565927475,13550,320.7047619047614,5.05,39441.62,2025-09-01 05:44:45,2025-08-31 18:47:28,0.001,10.956
169,16017,16146,129,Reached exactly 128 steps,1.789946436882019,-4.0,6,48.0,124,0,0,0.0,3600.0,1.2522014795165244,13679,-1802.2414502164488,7.38,39749.93,2025-09-01 05:49:50,2025-08-31 18:47:28,0.002,11.042
170,16146,16154,8,Severe deadlock detected by environment (IMMEDIATE),1.2232564687728882,4.0,5,33.0,4,0,0,0.0,3600.0,1.2528468142724285,13683,-730.1571428571428,29.27,39771.82,2025-09-01 05:49:50,2025-08-31 18:47:28,0.008,11.048
171,16154,16283,129,Reached exactly 128 steps,1.0255696773529053,-2.0,4,29.0,114,0,0,0.0,3600.0,1.2534117167768275,13801,-4122.75357142857,311.69,40086.28,2025-09-01 05:55:34,2025-08-31 18:47:28,0.087,11.135
172,16283,16402,119,Severe deadlock detected by environment (IMMEDIATE),1.5615098476409912,2.0,5,48.0,114,89,0,0.0,3600.0,1.2525123946309165,13923,-8122.424500499503,316.84,40403.12,2025-09-01 05:55:34,2025-08-31 18:47:28,0.088,11.223
173,16402,16531,129,Reached exactly 128 steps,1.5742357969284058,-7.0,4,42.0,109,0,0,0.0,3600.0,1.253010296324771,14034,-3489.0892857142785,297.49,40704.44,2025-09-01 06:05:52,2025-08-31 18:47:28,0.083,11.307
174,16531,16660,129,Reached exactly 128 steps,1.8057622909545896,-1.0,6,56.0,98,0,0,0.0,3600.0,1.2525490606029748,14137,-4694.861080586077,5.16,41014.19,2025-09-01 06:10:57,2025-08-31 18:47:28,0.001,11.393
175,16660,16789,129,Reached exactly 128 steps,1.2477067708969116,7.0,5,24.0,106,0,0,0.0,3600.0,1.2513552788864284,14244,-2700.929861804859,7.25,41314.7,2025-09-01 06:15:55,2025-08-31 18:47:28,0.002,11.476
176,16789,16918,129,Reached exactly 128 steps,1.5603591203689575,-8.0,4,55.0,85,0,0,0.0,3600.0,1.2506011491745082,14335,778.6864718614706,9.52,41609.57,2025-09-01 06:20:48,2025-08-31 18:47:28,0.003,11.558
177,16918,16925,7,Severe deadlock detected by environment (IMMEDIATE),1.7000584602355957,0.0,5,53.0,4,0,0,0.0,3600.0,1.25064308778917,14342,-734.45,29.21,41629.27,2025-09-01 06:20:48,2025-08-31 18:47:28,0.008,11.564
178,16925,16990,65,Severe deadlock detected by environment (IMMEDIATE),1.6295368671417236,3.0,6,36.0,50,3,0,0.0,3600.0,1.2511254577386424,14401,-379.7804695304701,174.55,41806.77,2025-09-01 06:21:20,2025-08-31 18:47:28,0.048,11.613
179,16990,17109,119,Severe deadlock detected by environment (IMMEDIATE),1.9511353969573968,4.0,5,43.0,66,5,0,0.0,3600.0,1.2517658537201024,14472,-210.8272644022652,284.14,42094.3,2025-09-01 06:24:18,2025-08-31 18:47:28,0.079,11.693
180,17109,17238,129,Reached exactly 128 steps,1.3725790977478027,10.0,5,41.0,114,0,0,0.0,3600.0,1.2513637949135066,14589,-504.575974025976,307.02,42404.34,2025-09-01 06:34:12,2025-08-31 18:47:28,0.085,11.779
181,17238,17348,110,Severe deadlock detected by environment (IMMEDIATE),1.3041719198226929,1.0,5,27.0,86,70,0,0.0,3600.0,1.2509964542175631,14684,-6164.92142857143,267.43,42671.78,2025-09-01 06:34:12,2025-08-31 18:47:28,0.074,11.853
182,17348,17375,27,Severe deadlock detected by environment (IMMEDIATE),1.2137093544006348,4.0,5,40.0,18,1,0,0.0,3600.0,1.251210988069204,14707,-616.9357142857143,69.23,42744.23,2025-09-01 06:38:43,2025-08-31 18:47:28,0.019,11.873
183,17375,17447,72,Severe deadlock detected by environment (IMMEDIATE),1.1590832471847534,5.0,5,49.0,50,2,0,0.0,3600.0,1.2510474143365462,14762,-269.43746253746326,177.03,42923.87,2025-09-01 06:39:55,2025-08-31 18:47:28,0.049,11.923
184,17447,17527,80,Severe deadlock detected by environment (IMMEDIATE),1.3214788436889648,-8.0,5,38.0,72,45,0,0.0,3600.0,1.2499397615570458,14839,-4303.843389943389,213.14,43139.69,2025-09-01 06:42:54,2025-08-31 18:47:28,0.059,11.983
185,17527,17656,129,Reached exactly 128 steps,1.9942339658737185,7.0,6,31.0,70,0,0,0.0,3600.0,1.2491076136994828,14912,254.8083333333321,313.0,43455.6,2025-09-01 06:51:44,2025-08-31 18:47:28,0.087,12.071
186,17656,17785,129,Reached exactly 128 steps,1.7311257123947144,-5.0,5,42.0,105,0,0,0.0,3600.0,1.2479981687698916,15019,476.8154761904756,5.18,43770.57,2025-09-01 06:56:53,2025-08-31 18:47:28,0.001,12.158
187,17785,17914,129,Reached exactly 128 steps,1.8144066333770752,2.0,6,40.0,99,0,0,0.0,3600.0,1.2493980252310626,15119,940.9948051948036,7.39,44074.65,2025-09-01 07:01:55,2025-08-31 18:47:28,0.002,12.243
188,17914,17923,9,Severe deadlock detected by environment (IMMEDIATE),1.8532695770263672,7.0,5,39.0,3,0,0,0.0,3600.0,1.2497090781711642,15130,-736.4367965367965,33.1,44100.36,2025-09-01 07:01:55,2025-08-31 18:47:28,0.009,12.25
189,17923,18015,92,Severe deadlock detected by environment (IMMEDIATE),1.9528056383132928,0.0,6,50.0,92,55,0,0.0,3600.0,1.2491995784656886,15224,-5047.932575757582,234.28,44338.17,2025-09-01 07:02:32,2025-08-31 18:47:28,0.065,12.316
190,18015,18144,129,Reached exactly 128 steps,1.6657015085220337,2.0,6,41.0,115,0,0,0.0,3600.0,1.2484375855797705,15343,-498.0741258741276,323.69,44663.83,2025-09-01 07:11:52,2025-08-31 18:47:28,0.09,12.407
191,18144,18273,129,Reached exactly 128 steps,1.4330517053604126,3.0,4,21.0,93,0,0,0.0,3600.0,1.2495438686368947,15440,-6637.987770562785,5.06,44965.81,2025-09-01 07:16:49,2025-08-31 18:47:28,0.001,12.491
192,18273,18402,129,Reached exactly 128 steps,1.7696715593338013,7.0,6,32.0,117,0,0,0.0,3600.0,1.250176814181961,15561,-16369.844468031952,6.91,45283.61,2025-09-01 07:22:05,2025-08-31 18:47:28,0.002,12.579
193,18402,18531,129,Reached exactly 128 steps,2.323803186416626,-10.0,6,39.0,94,0,0,0.0,3600.0,1.249066023417572,15660,-2012.614935064932,9.35,45583.85,2025-09-01 07:27:02,2025-08-31 18:47:28,0.003,12.662
194,18531,18637,106,Severe deadlock detected by environment (IMMEDIATE),1.5730618238449097,-3.0,5,41.0,112,37,0,0.0,3600.0,1.2484804610976583,15770,-3019.851923076916,273.36,45847.86,2025-09-01 07:27:02,2025-08-31 18:47:28,0.076,12.736
195,18637,18686,49,Severe deadlock detected by environment (IMMEDIATE),1.029065489768982,7.0,5,37.0,33,1,0,0.0,3600.0,1.2489087439032371,15809,-390.2798618048621,147.17,45997.7,2025-09-01 07:31:38,2025-08-31 18:47:28,0.041,12.777
196,18686,18797,111,Severe deadlock detected by environment (IMMEDIATE),1.7799887657165527,13.0,5,31.0,86,0,0,0.0,3600.0,1.2486581090790143,15900,471.4309523809533,268.75,46269.68,2025-09-01 07:34:09,2025-08-31 18:47:28,0.075,12.853
197,18797,18898,101,Severe deadlock detected by environment (IMMEDIATE),1.645790696144104,4.0,5,51.0,78,65,0,0.0,3600.0,1.2489631252517313,15980,-6160.69880952381,258.34,46530.57,2025-09-01 07:38:40,2025-08-31 18:47:28,0.072,12.925
198,18898,19027,129,Reached exactly 128 steps,1.2477138042449951,1.0,5,36.0,87,0,0,0.0,3600.0,1.2467093126997144,16068,-976.1280303030268,300.43,46833.13,2025-09-01 07:48:01,2025-08-31 18:47:28,0.083,13.009
199,19027,19137,110,Severe deadlock detected by environment (IMMEDIATE),1.16302490234375,4.0,5,36.0,71,32,0,0.0,3600.0,1.2471553198867265,16146,-2894.753571428573,259.26,47092.39,2025-09-01 07:48:01,2025-08-31 18:47:28,0.072,13.081
200,19137,19236,99,Severe deadlock detected by environment (IMMEDIATE),2.227799415588379,-4.0,4,25.0,55,0,0,0.0,3600.0,1.2476579245574564,16206,90.48095238095118,226.04,47321.26,2025-09-01 07:52:23,2025-08-31 18:47:28,0.063,13.145
201,19236,19355,119,Severe deadlock detected by environment (IMMEDIATE),1.4653886556625366,3.0,5,36.0,101,11,0,0.0,3600.0,1.2467138178597434,16310,-462.6362554112562,287.82,47611.57,2025-09-01 07:56:12,2025-08-31 18:47:28,0.08,13.225
202,19355,19409,54,Severe deadlock detected by environment (IMMEDIATE),2.1003708839416504,-7.0,6,44.0,66,16,0,0.0,3600.0,1.246148292071645,16377,-1542.248580586081,147.33,47761.2,2025-09-01 08:01:02,2025-08-31 18:47:28,0.041,13.267
203,19409,19458,49,Severe deadlock detected by environment (IMMEDIATE),1.6401715278625488,4.0,5,46.0,51,45,0,0.0,3600.0,1.245954929482873,16432,-4614.896187146187,141.71,47904.93,2025-09-01 08:03:31,2025-08-31 18:47:28,0.039,13.307
204,19458,19505,47,Severe deadlock detected by environment (IMMEDIATE),1.38042414188385,2.0,5,51.0,56,55,0,0.0,3600.0,1.246150389645643,16494,-5566.328305028305,135.35,48043.14,2025-09-01 08:05:56,2025-08-31 18:47:28,0.038,13.345
205,19505,19588,83,Severe deadlock detected by environment (IMMEDIATE),1.3230711221694946,-15.0,5,32.0,75,84,0,0.0,3600.0,1.2458612417212886,16572,-8138.03395770896,214.4,48260.37,2025-09-01 08:08:14,2025-08-31 18:47:28,0.06,13.406
206,19588,19599,11,Severe deadlock detected by environment (IMMEDIATE),1.953376054763794,1.0,5,37.0,4,0,0,0.0,3600.0,1.244974394799207,16581,-721.0571428571429,28.69,48291.36,2025-09-01 08:11:51,2025-08-31 18:47:28,0.008,13.414
207,19599,19646,47,Severe deadlock detected by environment (IMMEDIATE),1.593369722366333,1.0,4,47.0,41,82,0,0.0,3600.0,1.244358429394547,16627,-8409.662945387947,127.16,48421.37,2025-09-01 08:12:22,2025-08-31 18:47:28,0.035,13.45
